OID_,agency,agency_des,comments,municipali,sdelength_,st_area_sh,Shape_Length,Shape_Area,PercentBlack,OBJECTID,agency_des_1,ZONE_CODE,COUNT,AREA,MEAN
408,1,BREMEN TWP, , ,1143.084175,51080.56105,1143.084072,51080.58549,,11,BREMEN TWP,11,2817907,70445284.49,6.48265255
409,1,ORLAND TWP, , ,4097.284546,390770.3042,4097.284801,390770.3216,,2,ORLAND TWP,2,2661557,66536667.12,3.752158605
410,1,BREMEN TWP, , ,4185.132468,661762.2883,4185.132726,661762.235,,11,BREMEN TWP,11,2817907,70445284.49,6.48265255
411,1,BREMEN TWP, , ,9726.04614,2443185.813,9726.046172,2443185.838,,11,BREMEN TWP,11,2817907,70445284.49,6.48265255
413,1,LEYDEN TWP, , ,2838.965293,89206.23071,2838.965254,89206.13307,,59,LEYDEN TWP,59,2006044,50149398.21,7.608333117
414,1,LEYDEN TWP, , ,422.4857155,10786.50684,422.4853144,10786.48512,,59,LEYDEN TWP,59,2006044,50149398.21,7.608333117
415,1,LYONS TWP, , ,896.7610396,47326.5743,896.7613742,47326.60005,,10,LYONS TWP,10,1724469,43110262.08,5.526359129
416,1,ORLAND TWP, , ,1247.519959,97120.83909,1247.519888,97120.81013,,2,ORLAND TWP,2,2661557,66536667.12,3.752158605
417,1,PALATINE TWP, , ,1049.610578,60039.4563,1049.610503,60039.50442,,4,PALATINE TWP,4,2180153,54501975.51,3.088485992
420,1,THORNTON TWP, , ,2961.091071,196144.496,183.1574383,1664.297805,,16,THORNTON TWP,16,1347109,33676582.21,6.990360839
421,1,NORTHFIELD TWP, , ,776.3504996,33871.3571,776.3502251,33871.31196,,1,NORTHFIELD TWP,1,2663935,66596115.11,6.034759106
424,1,NORTHFIELD TWP, , ,797.055489,37606.24601,797.0553893,37606.29295,,1,NORTHFIELD TWP,1,2663935,66596115.11,6.034759106
425,1,PALATINE TWP, , ,789.9621069,39005.88401,789.9618437,39005.85826,,4,PALATINE TWP,4,2180153,54501975.51,3.088485992
430,1,LEMONT TWP, , ,16977.26946,4266533.005,16977.26864,4266533.086,,40,LEMONT TWP,40,6636870,165916119.8,2.945720648
431,1,THORNTON TWP, , ,2015.288542,77572.31776,2015.288006,77572.22778,,16,THORNTON TWP,16,1347109,33676582.21,6.990360839
432,1,PALATINE TWP, , ,7481.735102,1400392.994,7481.734885,1400393,,4,PALATINE TWP,4,2180153,54501975.51,3.088485992
433,1,WHEELING TWP, , ,757.4111166,32331.37404,757.4110964,32331.3968,,32,WHEELING TWP,32,577824,14445109.82,5.558469361
434,1,NORTHFIELD TWP, , ,1096.616872,64663.18798,1096.616635,64663.14518,,1,NORTHFIELD TWP,1,2663935,66596115.11,6.034759106
435,1,ELK GROVE TWP, , ,2995.816135,554547.2294,2995.815799,554547.0265,,43,ELK GROVE TWP,43,1450520,36261769.48,7.045259631
436,1,ELK GROVE TWP, , ,3195.899231,548252.4342,3195.898957,548252.4904,,43,ELK GROVE TWP,43,1450520,36261769.48,7.045259631
437,1,LEMONT TWP, , ,2284.354975,271129.395,2284.355582,271129.4696,,40,LEMONT TWP,40,6636870,165916119.8,2.945720648
438,1,THORNTON TWP, , ,767.8009761,28048.13954,767.8010728,28048.11961,,16,THORNTON TWP,16,1347109,33676582.21,6.990360839
439,1,BREMEN TWP, , ,4739.925598,517273.7588,4739.925655,517273.7886,,11,BREMEN TWP,11,2817907,70445284.49,6.48265255
440,1,ORLAND TWP, , ,1133.724323,75985.42896,1133.724433,75985.45589,,2,ORLAND TWP,2,2661557,66536667.12,3.752158605
442,1,BREMEN TWP, , ,1871.036221,191186.9851,1871.035692,191186.9533,,11,BREMEN TWP,11,2817907,70445284.49,6.48265255
444,1,WORTH TWP, , ,13131.97589,10328712.36,13131.97559,10328712.91,,25,WORTH TWP,25,2781265,69529265.57,8.141495686
445,1,THORNTON TWP, , ,14863.38957,2836698.445,14863.38946,2836698.344,,16,THORNTON TWP,16,1347109,33676582.21,6.990360839
446,1,BLOOM TWP, , ,8873.22312,4205359.912,8873.223261,4205360.085,,7,BLOOM TWP,7,2886380,72157051.4,5.433623085
447,1,BARRINGTON TWP, , ,2913.398802,301205.7475,2913.398753,301205.7444,,8,BARRINGTON TWP,8,643037,16075379.49,3.114811434
448,1,PALATINE TWP, , ,20018.03742,10780272.73,20018.03721,10780272.76,,4,PALATINE TWP,4,2180153,54501975.51,3.088485992
450,1,HANOVER TWP, , ,5150.875675,1435670.316,5150.875899,1435670.342,,3,HANOVER TWP,3,2749887,68744842.19,3.208987133
451,1,PROVISIO TWP, , ,9592.578766,2811651.441,9592.577098,2811651.331,,93,PROVISIO TWP,93,112467,2811579.591,7.694941627
452,1,ORLAND TWP, , ,1779.979061,150367.6751,1779.978909,150367.6671,,2,ORLAND TWP,2,2661557,66536667.12,3.752158605
453,1,RICH TWP, , ,832.1691748,43225.2166,832.1690182,43225.22639,,14,RICH TWP,14,2302273,57554871.91,5.041950281
455,1,BREMEN TWP, , ,787.2478602,38344.58227,787.247976,38344.62576,,11,BREMEN TWP,11,2817907,70445284.49,6.48265255
456,1,BREMEN TWP, , ,8455.959772,1810446.564,8455.959887,1810446.556,,11,BREMEN TWP,11,2817907,70445284.49,6.48265255
457,1,NORTHFIELD TWP, , ,760.6615384,34596.95185,760.6611386,34596.92536,,1,NORTHFIELD TWP,1,2663935,66596115.11,6.034759106
458,1,HANOVER TWP, , ,26528.84396,3148458.111,26528.84476,3148458.471,,3,HANOVER TWP,3,2749887,68744842.19,3.208987133
459,1,HANOVER TWP, , ,6522.948831,2209014.232,6522.947883,2209014.151,,3,HANOVER TWP,3,2749887,68744842.19,3.208987133
460,1,ORLAND TWP, , ,3629.11902,329889.2312,3629.119203,329889.2877,,2,ORLAND TWP,2,2661557,66536667.12,3.752158605
461,1,BLOOM TWP, , ,4964.298444,1407891.215,4646.666189,1330691.315,,7,BLOOM TWP,7,2886380,72157051.4,5.433623085
462,1,RICH TWP, , ,73325.28903,56497598.6,73325.2888,56497598.88,,14,RICH TWP,14,2302273,57554871.91,5.041950281
463,1,SCHAUMBURG TWP, , ,11066.51733,4372270.011,11066.51644,4372269.787,,30,SCHAUMBURG TWP,30,1428529,35712013.14,4.179084919
464,1,SCHAUMBURG TWP, , ,958.9313062,56519.1199,958.9312883,56519.14344,,30,SCHAUMBURG TWP,30,1428529,35712013.14,4.179084919
465,1,SCHAUMBURG TWP, , ,1746.853774,190069.5939,1746.853023,190069.561,,30,SCHAUMBURG TWP,30,1428529,35712013.14,4.179084919
467,1,ELK GROVE TWP, , ,8549.962368,3560727.278,8549.962232,3560727.372,,43,ELK GROVE TWP,43,1450520,36261769.48,7.045259631
470,1,NORWOOD PARK TWP, , ,620.95039,23810.76576,620.951202,23810.75487,,57,NORWOOD PARK TWP,57,484281,12106614.17,8.355832667
471,1,BREMEN TWP, , ,800.6744208,30128.67411,800.6748537,30128.69971,,11,BREMEN TWP,11,2817907,70445284.49,6.48265255
473,1,BLOOM TWP, , ,17587.00538,5828387.226,17587.00524,5828386.943,,7,BLOOM TWP,7,2886380,72157051.4,5.433623085
474,1,BARRINGTON TWP, , ,5484.801247,787064.1586,5484.800943,787063.9915,,8,BARRINGTON TWP,8,643037,16075379.49,3.114811434
475,1,BARRINGTON TWP, , ,3829.891214,829899.1102,3829.89124,829899.0816,,8,BARRINGTON TWP,8,643037,16075379.49,3.114811434
476,1,THORNTON TWP, , ,2961.091071,196144.496,325.0730829,3438.044873,,16,THORNTON TWP,16,1347109,33676582.21,6.990360839
478,1,LEYDEN TWP, , ,316.4930632,3845.570012,316.4935617,3845.565554,,59,LEYDEN TWP,59,2006044,50149398.21,7.608333117
481,1,PROVISO TWP, , ,7833.10131,2572664.601,7853.290943,2577494.901,,33,PROVISO TWP,33,1724786,43118186.81,5.933969779
482,1,ORLAND TWP, , ,6663.186447,2135158.396,6169.517645,2135157.881,,2,ORLAND TWP,2,2661557,66536667.12,3.752158605
484,1,NORTHFIELD TWP, , ,8148.984726,1742523.835,8147.301192,1742523.803,,1,NORTHFIELD TWP,1,2663935,66596115.11,6.034759106
485,1,LYONS TWP, , ,982.2217155,39427.51018,982.2212916,39427.48793,,10,LYONS TWP,10,1724469,43110262.08,5.526359129
486,1,RICH TWP, , ,1054.424159,67949.97996,1054.424156,67949.98501,,14,RICH TWP,14,2302273,57554871.91,5.041950281
487,1,RICH TWP, , ,825.9380992,34663.95904,825.9382835,34663.96087,,14,RICH TWP,14,2302273,57554871.91,5.041950281
488,1,RIVERSIDE TWP, , ,7834.099323,2215601.984,7834.099899,2215601.942,,102,RIVERSIDE TWP,102,5543,138570.2977,9.116002165
489,1,THORNTON TWP, , ,2961.091071,196144.496,681.5076694,7893.081243,,16,THORNTON TWP,16,1347109,33676582.21,6.990360839
490,1,BLOOM TWP, , ,3596.680333,654250.3501,3596.6801,654250.2376,,7,BLOOM TWP,7,2886380,72157051.4,5.433623085
491,1,NILES TWP, , ,15777.68888,11011271.91,15777.6888,11011272.33,,103,NILES TWP,103,2176,54398.15404,3.885110294
492,1,HANOVER TWP, , ,808.5474799,22006.87809,808.5476571,22006.91049,,3,HANOVER TWP,3,2749887,68744842.19,3.208987133
493,1,NORTHFIELD TWP, , ,9918.820931,4552726.493,9918.797024,4552726.64,,1,NORTHFIELD TWP,1,2663935,66596115.11,6.034759106
494,1,LEMONT TWP, , ,230434.3343,324294403.6,1778.804867,162697.9125,,40,LEMONT TWP,40,6636870,165916119.8,2.945720648
497,1,STICKNEY TWP, , ,1023.647417,33727.2346,1023.64755,33727.21836,,41,STICKNEY TWP,41,1357311,33931623.55,9.509441093
498,1,ORLAND TWP, , ,2531.155238,308115.3386,2531.155106,308115.3651,,2,ORLAND TWP,2,2661557,66536667.12,3.752158605
499,1,LEYDEN TWP, , ,1990.229117,138048.288,1996.715837,153340.9533,,59,LEYDEN TWP,59,2006044,50149398.21,7.608333117
501,1,WORTH TWP, , ,11585.50175,4752556.267,11585.36415,4754336.151,,25,WORTH TWP,25,2781265,69529265.57,8.141495686
502,1,BREMEN TWP, , ,1401.950649,121243.8273,1401.950851,121243.8327,,11,BREMEN TWP,11,2817907,70445284.49,6.48265255
503,1,BREMEN TWP, , ,1815.813092,190196.2859,1815.813512,190196.3302,,11,BREMEN TWP,11,2817907,70445284.49,6.48265255
504,1,BREMEN TWP, , ,795.8037862,33532.42893,795.8035356,33532.40493,,11,BREMEN TWP,11,2817907,70445284.49,6.48265255
505,1,BREMEN TWP, , ,3460.626126,293307.3341,3460.626327,293307.346,,11,BREMEN TWP,11,2817907,70445284.49,6.48265255
506,1,THORNTON TWP, , ,458.9121632,12260.05884,458.9118417,12260.03478,,16,THORNTON TWP,16,1347109,33676582.21,6.990360839
507,1,NEW TRIER TWP, , ,10585.23687,5234828.19,10585.23705,5234828.616,,5,NEW TRIER TWP,5,177930,4448099.057,4.041398303
508,1,SCHAUMBURG TWP, , ,386.1474733,3292.998683,386.1475189,3292.983876,,30,SCHAUMBURG TWP,30,1428529,35712013.14,4.179084919
509,1,JEFFERSON TWP, , ,7213.379396,827.3635489,96.46721233,161.12974,,106,JEFFERSON TWP,106,4,99.99660668,10
510,1,HANOVER TWP, , ,865.9872286,41650.57791,865.9867629,41650.54594,,3,HANOVER TWP,3,2749887,68744842.19,3.208987133
511,1,WHEELING TWP, , ,1257.28358,73337.57753,1257.283619,73337.57845,,32,WHEELING TWP,32,577824,14445109.82,5.558469361
512,1,MAINE TWP, , ,5033.538717,889296.1778,5033.538483,889296.2497,,23,MAINE TWP,23,2767779,69192127.01,7.063656094
513,1,LEMONT TWP, , ,26085.1309,22702991.61,26085.13139,22702990.98,,40,LEMONT TWP,40,6636870,165916119.8,2.945720648
514,1,ELK GROVE TWP, , ,623.3120359,10756.73326,623.3121954,10756.74276,,43,ELK GROVE TWP,43,1450520,36261769.48,7.045259631
515,1,BREMEN TWP, , ,8883.03702,2605099.265,8883.037898,2605099.426,,11,BREMEN TWP,11,2817907,70445284.49,6.48265255
517,1,HANOVER TWP, , ,5885.909597,830276.2608,5885.909565,830276.2202,,3,HANOVER TWP,3,2749887,68744842.19,3.208987133
518,1,MAINE TWP, , ,3379.898399,358255.133,3379.898469,358255.1658,,23,MAINE TWP,23,2767779,69192127.01,7.063656094
520,1,LEMONT TWP, , ,2026.585866,189147.1201,2026.585831,189147.0215,,40,LEMONT TWP,40,6636870,165916119.8,2.945720648
522,1,PALOS TWP, , ,3697.285974,572853.9184,3697.285542,572853.9118,,35,PALOS TWP,35,2983360,74581469.13,4.343107436
527,1,RICH TWP, , ,2739.679744,217480.265,2739.679546,217480.1455,,14,RICH TWP,14,2302273,57554871.91,5.041950281
528,1,BREMEN TWP, , ,835.4402694,31242.4848,835.4404574,31242.50501,,11,BREMEN TWP,11,2817907,70445284.49,6.48265255
529,1,ELK GROVE TWP, , ,2142.764242,186950.5329,2142.763817,186950.6354,,43,ELK GROVE TWP,43,1450520,36261769.48,7.045259631
530,1,BREMEN TWP, , ,1205.748162,19003.9141,1205.74809,19003.86349,,11,BREMEN TWP,11,2817907,70445284.49,6.48265255
537,1,WORTH TWP, , ,3983.790331,869473.9577,3983.790852,869474.0231,,25,WORTH TWP,25,2781265,69529265.57,8.141495686
538,1,RICH TWP, , ,1811.789449,17702.47645,1811.788932,17702.54027,,14,RICH TWP,14,2302273,57554871.91,5.041950281
539,1,LYONS TWP, , ,2137.148374,86626.50266,2137.148124,86626.38949,,10,LYONS TWP,10,1724469,43110262.08,5.526359129
541,1,WORTH TWP, , ,10513.34667,6538074.369,10513.34703,6538074.394,,25,WORTH TWP,25,2781265,69529265.57,8.141495686
542,1,NORTHFIELD TWP, , ,11751.5122,1296141.616,11751.51114,1296141.457,,1,NORTHFIELD TWP,1,2663935,66596115.11,6.034759106
543,1,NORTHFIELD TWP, , ,1623.282576,70471.679,1623.282131,70471.62814,,1,NORTHFIELD TWP,1,2663935,66596115.11,6.034759106
544,1,ORLAND TWP, , ,928.4596999,46749.66793,928.4596974,46749.67474,,2,ORLAND TWP,2,2661557,66536667.12,3.752158605
545,1,BLOOM TWP, , ,3492.517898,528793.2269,3492.517332,528793.2876,,7,BLOOM TWP,7,2886380,72157051.4,5.433623085
546,1,BLOOM TWP, , ,3299.138365,245423.4344,3299.138598,245423.3387,,7,BLOOM TWP,7,2886380,72157051.4,5.433623085
547,1,ORLAND TWP, , ,2278.38786,184997.8162,2278.387657,184997.7254,,2,ORLAND TWP,2,2661557,66536667.12,3.752158605
548,1,BLOOM TWP, , ,936.2422727,39693.94205,936.2421919,39693.93989,,7,BLOOM TWP,7,2886380,72157051.4,5.433623085
549,1,ORLAND TWP, , ,3892.084936,849294.2281,3892.085133,849294.3085,,2,ORLAND TWP,2,2661557,66536667.12,3.752158605
550,1,ORLAND TWP, , ,43327.63442,12645826.22,1437.149837,103565.2742,,2,ORLAND TWP,2,2661557,66536667.12,3.752158605
551,1,PROVISO TWP, , ,72657.43195,89917883.51,6283.414443,1229769.525,,33,PROVISO TWP,33,1724786,43118186.81,5.933969779
552,1,ORLAND TWP, , ,43327.63442,12645826.22,42294.39873,12093026.5,,2,ORLAND TWP,2,2661557,66536667.12,3.752158605
553,1,BLOOM TWP, , ,26607.02422,14256834.13,153.6201114,18.87320776,,7,BLOOM TWP,7,2886380,72157051.4,5.433623085
554,1,LEYDEN TWP, , ,5260.315624,608944.6114,5260.316203,608944.3441,,59,LEYDEN TWP,59,2006044,50149398.21,7.608333117
556,1,ELK GROVE TWP, , ,23618.61451,7009731.261,23618.61505,7009731.477,,43,ELK GROVE TWP,43,1450520,36261769.48,7.045259631
557,1,THORNTON TWP, , ,2961.091071,196144.496,2955.089526,33323.80608,,16,THORNTON TWP,16,1347109,33676582.21,6.990360839
558,1,PALATINE TWP, , ,4771.481431,1047155.364,4771.481283,1047155.481,,4,PALATINE TWP,4,2180153,54501975.51,3.088485992
559,1,BARRINGTON TWP, , ,6691.477653,1562470.427,6691.477242,1562470.458,,8,BARRINGTON TWP,8,643037,16075379.49,3.114811434
560,1,WHEELING TWP, , ,10859.91827,530813.9528,10859.91836,530814.0138,,32,WHEELING TWP,32,577824,14445109.82,5.558469361
561,1,THORNTON TWP, , ,1645.227376,86402.28865,1645.227386,86402.28193,,16,THORNTON TWP,16,1347109,33676582.21,6.990360839
563,1,RICH TWP, , ,1004.107588,40178.09416,1004.107849,40178.11995,,14,RICH TWP,14,2302273,57554871.91,5.041950281
564,1,RICH TWP, , ,858.5649034,31439.82269,858.5650651,31439.79214,,14,RICH TWP,14,2302273,57554871.91,5.041950281
565,1,RICH TWP, , ,624.8476151,24391.25199,624.847491,24391.24176,,14,RICH TWP,14,2302273,57554871.91,5.041950281
566,1,LYONS TWP, , ,639.6235122,14403.9306,639.6233383,14403.92871,,10,LYONS TWP,10,1724469,43110262.08,5.526359129
567,1,LYONS TWP, , ,2844.811705,106248.5589,2844.81191,106248.4545,,10,LYONS TWP,10,1724469,43110262.08,5.526359129
568,1,ORLAND TWP, , ,1080.932863,30268.87198,1080.932817,30268.86172,,2,ORLAND TWP,2,2661557,66536667.12,3.752158605
569,1,ORLAND TWP, , ,5643.549454,522888.8938,5643.549268,522888.8721,,2,ORLAND TWP,2,2661557,66536667.12,3.752158605
570,1,ORLAND TWP, , ,759.9861295,20638.18194,759.9860053,20638.17459,,2,ORLAND TWP,2,2661557,66536667.12,3.752158605
571,1,BREMEN TWP, , ,605.5133629,20666.77433,605.5133258,20666.79166,,11,BREMEN TWP,11,2817907,70445284.49,6.48265255
572,1,BREMEN TWP, , ,1100.938494,73138.08106,1100.938658,73138.11185,,11,BREMEN TWP,11,2817907,70445284.49,6.48265255
574,1,BLOOM TWP, , ,12914.70393,4522691.475,12899.46654,4500133.051,,7,BLOOM TWP,7,2886380,72157051.4,5.433623085
575,1,HANOVER TWP, , ,3025.701926,143465.7011,3025.702059,143465.7804,,3,HANOVER TWP,3,2749887,68744842.19,3.208987133
576,1,HANOVER TWP, , ,4547.449407,991303.0996,4547.450142,991303.0662,,3,HANOVER TWP,3,2749887,68744842.19,3.208987133
577,1,PALATINE TWP, , ,3226.072701,158937.5025,3226.072981,158937.3871,,4,PALATINE TWP,4,2180153,54501975.51,3.088485992
578,1,SCHAUMBURG TWP, , ,481.320771,13987.97816,481.321164,13987.98052,,30,SCHAUMBURG TWP,30,1428529,35712013.14,4.179084919
579,1,WHEELING TWP, , ,1496.027543,112830.6962,1496.027573,112830.7101,,32,WHEELING TWP,32,577824,14445109.82,5.558469361
580,1,LEYDEN TWP, , ,1047.318267,61302.41341,1047.317745,61302.40072,,59,LEYDEN TWP,59,2006044,50149398.21,7.608333117
581,1,LEYDEN TWP, , ,1352.328747,40269.96661,1352.328606,40269.93579,,59,LEYDEN TWP,59,2006044,50149398.21,7.608333117
582,1,LEYDEN TWP, , ,451.1653339,12504.43615,451.1654589,12504.45369,,59,LEYDEN TWP,59,2006044,50149398.21,7.608333117
583,1,BREMEN TWP, , ,3932.731654,302359.586,3932.731456,302359.6561,,11,BREMEN TWP,11,2817907,70445284.49,6.48265255
584,1,BREMEN TWP, , ,823.8698725,38201.22834,823.8692286,38201.21009,,11,BREMEN TWP,11,2817907,70445284.49,6.48265255
588,1,NEW TRIER TWP, , ,24422.15583,14777881.44,24562.07428,14760374.78,,5,NEW TRIER TWP,5,177930,4448099.057,4.041398303
589,1,LYONS TWP, , ,929.0785908,47201.13814,929.0788062,47201.12012,,10,LYONS TWP,10,1724469,43110262.08,5.526359129
590,1,MAINE TWP, , ,8105.738554,3382610.123,8105.738719,3382610.156,,23,MAINE TWP,23,2767779,69192127.01,7.063656094
591,1,RICH TWP, , ,325.3807616,4356.194205,325.3809394,4356.199615,,14,RICH TWP,14,2302273,57554871.91,5.041950281
592,1,THORNTON TWP, , ,13152.93592,834836.8686,13152.93608,834837.055,,16,THORNTON TWP,16,1347109,33676582.21,6.990360839
593,1,THORNTON TWP, , ,772.2044682,36393.1171,772.2048663,36393.13126,,16,THORNTON TWP,16,1347109,33676582.21,6.990360839
595,1,BLOOM TWP, , ,10487.84627,4453075.697,13008.55855,2839699.045,,7,BLOOM TWP,7,2886380,72157051.4,5.433623085
596,1,SCHAUMBURG TWP, , ,1001.435728,57884.26662,1001.435696,57884.27315,,30,SCHAUMBURG TWP,30,1428529,35712013.14,4.179084919
597,1,ORLAND TWP, , ,56050.82781,53544259.31,58544.35513,52374083.64,,2,ORLAND TWP,2,2661557,66536667.12,3.752158605
598,1,BLOOM TWP, , ,64567.66677,18210843.76,64564.08764,18210511.05,,7,BLOOM TWP,7,2886380,72157051.4,5.433623085
599,1,BARRINGTON TWP, , ,31052.0113,15255874.29,31052.01027,15255873.05,,8,BARRINGTON TWP,8,643037,16075379.49,3.114811434
601,1,ELK GROVE TWP, , ,5667.170367,286293.5783,5667.170085,286293.6026,,43,ELK GROVE TWP,43,1450520,36261769.48,7.045259631
602,1,RICH TWP, , ,19298.80405,12383386.44,19298.80301,12383386.51,,14,RICH TWP,14,2302273,57554871.91,5.041950281
603,1,LEYDEN TWP, , ,11360.12309,379759.2693,11360.12319,379759.5088,,59,LEYDEN TWP,59,2006044,50149398.21,7.608333117
604,1,ORLAND TWP, , ,2921.341128,441265.2792,2921.341517,441265.3552,,2,ORLAND TWP,2,2661557,66536667.12,3.752158605
606,1,ORLAND TWP, , ,2098.788254,265441.4598,2098.787043,265441.3745,,2,ORLAND TWP,2,2661557,66536667.12,3.752158605
607,1,ORLAND TWP, , ,7344.73557,1918629.63,7344.735688,1918629.524,,2,ORLAND TWP,2,2661557,66536667.12,3.752158605
608,1,HANOVER TWP, , ,752.3613646,32972.85657,752.3611386,32972.81888,,3,HANOVER TWP,3,2749887,68744842.19,3.208987133
609,1,HANOVER TWP, , ,2123.659981,260433.7831,2123.659452,260433.7123,,3,HANOVER TWP,3,2749887,68744842.19,3.208987133
610,1,WORTH TWP, , ,7854.706883,3376268.959,7854.707071,3376269.229,,25,WORTH TWP,25,2781265,69529265.57,8.141495686
611,1,RICH TWP, , ,877.5756956,46873.67015,877.5756818,46873.66609,,14,RICH TWP,14,2302273,57554871.91,5.041950281
612,1,NEW TRIER TWP, , ,8007.911092,2967846.891,8007.911279,2967846.756,,5,NEW TRIER TWP,5,177930,4448099.057,4.041398303
613,1,BREMEN TWP, , ,833.3573868,43334.38163,833.3573829,43334.33234,,11,BREMEN TWP,11,2817907,70445284.49,6.48265255
614,1,BREMEN TWP, , ,4585.372934,303513.7716,4317.053767,263272.4588,,11,BREMEN TWP,11,2817907,70445284.49,6.48265255
615,1,THORNTON TWP, , ,1480.977196,96881.9585,1480.977123,96881.91181,,16,THORNTON TWP,16,1347109,33676582.21,6.990360839
616,1,BREMEN TWP, , ,736.1864718,26228.79295,736.1868337,26228.77283,,11,BREMEN TWP,11,2817907,70445284.49,6.48265255
617,1,BREMEN TWP, , ,598.2451517,19722.04412,598.2453152,19722.05629,,11,BREMEN TWP,11,2817907,70445284.49,6.48265255
618,1,BREMEN TWP, , ,1677.792822,123182.6247,1677.792344,123182.5974,,11,BREMEN TWP,11,2817907,70445284.49,6.48265255
619,1,BREMEN TWP, , ,555.5020303,19195.01488,555.5018074,19195.00145,,11,BREMEN TWP,11,2817907,70445284.49,6.48265255
620,1,ORLAND TWP, , ,3056.24314,388729.1385,3056.242901,388728.9374,,2,ORLAND TWP,2,2661557,66536667.12,3.752158605
621,1,ORLAND TWP, , ,15018.64559,11053768.91,15018.64565,11053768.68,,2,ORLAND TWP,2,2661557,66536667.12,3.752158605
622,1,MAINE TWP, , ,14990.86432,10552307.33,14990.8642,10552307.34,,23,MAINE TWP,23,2767779,69192127.01,7.063656094
623,1,THORNTON TWP, , ,4403.221441,582222.1123,4403.221486,582222.075,,16,THORNTON TWP,16,1347109,33676582.21,6.990360839
624,1,THORNTON TWP, , ,5046.984938,1517323.342,5046.984698,1517323.281,,16,THORNTON TWP,16,1347109,33676582.21,6.990360839
625,1,RICH TWP, , ,711.7506576,31270.34969,711.7506843,31270.34033,,14,RICH TWP,14,2302273,57554871.91,5.041950281
626,1,BLOOM TWP, , ,825.0143375,34729.81278,825.0143758,34729.78499,,7,BLOOM TWP,7,2886380,72157051.4,5.433623085
627,1,BLOOM TWP, , ,4258.78859,653240.7837,4258.788212,653240.8548,,7,BLOOM TWP,7,2886380,72157051.4,5.433623085
628,1,ORLAND TWP, , ,5953.615723,1073256.688,5953.615845,1073256.559,,2,ORLAND TWP,2,2661557,66536667.12,3.752158605
629,1,PALOS TWP, , ,643.7948675,24689.41046,643.7948369,24689.38579,,35,PALOS TWP,35,2983360,74581469.13,4.343107436
630,1,ORLAND TWP, , ,1175.011793,78988.54549,1175.011637,78988.51765,,2,ORLAND TWP,2,2661557,66536667.12,3.752158605
631,1,ORLAND TWP, , ,1960.274437,215514.3798,1960.274439,215514.3938,,2,ORLAND TWP,2,2661557,66536667.12,3.752158605
632,1,BREMEN TWP, , ,829.0534743,37228.80432,829.0530965,37228.7888,,11,BREMEN TWP,11,2817907,70445284.49,6.48265255
633,1,BREMEN TWP, , ,398.0154618,9920.384904,398.0158444,9920.401503,,11,BREMEN TWP,11,2817907,70445284.49,6.48265255
634,1,BREMEN TWP, , ,580.656628,20355.67438,580.656662,20355.66899,,11,BREMEN TWP,11,2817907,70445284.49,6.48265255
635,1,BREMEN TWP, , ,705.3907925,25301.1538,705.3910261,25301.12191,,11,BREMEN TWP,11,2817907,70445284.49,6.48265255
636,1,THORNTON TWP, , ,655.4482391,26507.10223,655.4482228,26507.11088,,16,THORNTON TWP,16,1347109,33676582.21,6.990360839
637,1,LEYDEN TWP, , ,269.2424663,3485.483391,269.24205,3485.471081,,59,LEYDEN TWP,59,2006044,50149398.21,7.608333117
638,1,PROVISO TWP, , ,1656.489263,111327.3053,1656.489415,111327.3178,,33,PROVISO TWP,33,1724786,43118186.81,5.933969779
639,1,LEMONT TWP, , ,230434.3343,324294403.6,11247.96834,2405577.95,,40,LEMONT TWP,40,6636870,165916119.8,2.945720648
640,1,LYONS TWP, , ,303.4997983,3945.047991,303.5002756,3945.062376,,10,LYONS TWP,10,1724469,43110262.08,5.526359129
641,1,LEMONT TWP, , ,679.9738226,20029.08853,679.9735894,20029.09546,,40,LEMONT TWP,40,6636870,165916119.8,2.945720648
642,1,PALOS TWP, , ,1858.314878,215480.9761,1858.314532,215481.017,,35,PALOS TWP,35,2983360,74581469.13,4.343107436
643,1,ORLAND TWP, , ,1772.833844,99324.71035,1772.833538,99324.67231,,2,ORLAND TWP,2,2661557,66536667.12,3.752158605
644,1,SCHAUMBURG TWP, , ,462.9021383,13139.53875,462.9021964,13139.53339,,30,SCHAUMBURG TWP,30,1428529,35712013.14,4.179084919
645,1,SCHAUMBURG TWP, , ,2737.763628,210290.6273,2737.763262,210290.6533,,30,SCHAUMBURG TWP,30,1428529,35712013.14,4.179084919
646,1,SCHAUMBURG TWP, , ,460.562366,12491.23742,460.5617064,12491.20706,,30,SCHAUMBURG TWP,30,1428529,35712013.14,4.179084919
647,1,NORTHFIELD TWP, , ,589.6016728,20310.15937,589.6019515,20310.18148,,1,NORTHFIELD TWP,1,2663935,66596115.11,6.034759106
648,1,ELK GROVE TWP, , ,8786.33925,3694258.511,8786.33899,3694258.604,,43,ELK GROVE TWP,43,1450520,36261769.48,7.045259631
649,1,MAINE TWP, , ,537.6502401,14856.79666,537.6500764,14856.83934,,23,MAINE TWP,23,2767779,69192127.01,7.063656094
650,1,MAINE TWP, , ,1201.350653,67571.69374,1201.3496,67571.59844,,23,MAINE TWP,23,2767779,69192127.01,7.063656094
651,1,MAINE TWP, , ,2408.088813,50000.77054,2408.088663,50000.71386,,23,MAINE TWP,23,2767779,69192127.01,7.063656094
